,ID,J_ID,Cruise_name,Bio_or_Fossil,Unique_collection_event number,Parent_ID,Dive_Number,Alvin_Dive_Event_Number,Sample_ID,Collection_time (UTC),Latitude (⁰N),Longitude (⁰E),Depth (m),Number_of_specimens,Weight (g),Bristol_name,Order,Family,Genus,Species (Stylasterid_by_Jess_orange_July_2024),Preservation_state,Temperature (°C),Standard_Deviation (Temp),Conductivity,Density (kg/m3),Salinity (psu),[O2] (μmol/kg),Silicate (µmol/kg),Phosphate (µmol/kg),Alkalinity,Pressure (dbar),pH (total 25°C 0dbar),DIC (µmol/mol),Aragonite_Saturation_State,Notes,My_Notes,Residuals_Avg,Ba/Ca - 1,Ba/Ca - 2,Ba/Ca - t,hover_text
40,AT5009_B1615_Dive5174_Ev003_001,J50,AT5009,B,1615,1206.0,5174,3,1,4/16/2023 15:37,-0.2950574,-91.6939786,-817.52,1,4.0,Stylasterid,Anthoathecata,,Crypthelia,cymas,L,5.778,0.005202403290787708,3.413058,1030.9949,34.547,62.515,82.61,2.61,2363.0,1001.0,7.7248,2308.392693812538,0.767721480433933,1 small stylasterid,,3.273307824677437,22.88890138179553,15.77259214181551,15.66894243516765,J_ID: J50<br>O2: 62.52 μmol/kg<br>Ba/Ca J50-1: 22.89<br>Ba/Ca J50-2: 15.77<br>Ba/Ca J50-t: 15.67<br>Species: cymas<br>
41,AT5009_B1602_Dive5174_Ev003_001,J51,AT5009,B,1602,1206.0,5174,3,1,4/16/2023 15:37,-0.2950574,-91.6939786,-817.7,1,2.0,Stylasterid,Anthoathecata,,Stylaster,galapagensis,L,5.778,0.005202403290787708,3.413058,1030.9949,34.547,62.515,82.61,2.61,2363.0,1001.0,7.7248,2308.392693812538,0.767721480433933,1 small stylasterid,,-0.036545821767131635,14.47621289897502,15.11082656392649,14.81383555654348,J_ID: J51<br>O2: 62.52 μmol/kg<br>Ba/Ca J51-1: 14.48<br>Ba/Ca J51-2: 15.11<br>Ba/Ca J51-t: 14.81<br>Species: galapagensis<br>
42,AT5009_B0211_Dive5174_Ev003_001,J15,AT5009,B,211,1194.0,5174,3,1,4/16/2023 15:37,-0.2950574,-91.6939786,-817.9,1,10.0,Stylasterid,Anthoathecata,,Stylaster,divergens,L,5.778,0.005202403290787708,3.413058,1030.9949,34.547,62.515,82.61,2.61,2363.0,1001.0,7.7248,2308.392693812538,0.767721480433933,1 medium stylasterid,,-1.711718898466348,12.88676223200391,12.86494882032492,13.62364473701851,J_ID: J15<br>O2: 62.52 μmol/kg<br>Ba/Ca J15-1: 12.89<br>Ba/Ca J15-2: 12.86<br>Ba/Ca J15-t: 13.62<br>Species: divergens<br>
43,AT5009_B0224_Dive5174_Ev003_001,J52,AT5009,B,224,1206.0,5174,3,1,4/16/2023 15:37,-0.2950574,-91.6939786,-818.1,1,3.0,Stylasterid,Anthoathecata,,Crypthelia,Unknown,L,5.778,0.005202403290787708,3.413058,1030.9949,34.547,62.515,82.61,2.61,2363.0,1001.0,7.7248,2308.392693812538,0.767721480433933,1 small stylasterid,,1.3456054055853028,15.98422918671045,16.19854801296914,16.3645515018227,J_ID: J52<br>O2: 62.52 μmol/kg<br>Ba/Ca J52-1: 15.98<br>Ba/Ca J52-2: 16.20<br>Ba/Ca J52-t: 16.36<br>Species: Unknown<br>
44,AT5009_B0189_Dive5174_Ev004_001,J53,AT5009,B,189,1232.0,5174,4,1,2023-04-16 16:33:00,-0.2957637,-91.6930171,-745.04,1,6.0,Desmophyllum,Scleractinia,,Stylaster ,cf galapagensis,L,6.1449,0.01271050746429895,3.443566,1030.6127,34.5533,55.199,50.81,2.33,2325.0,600.2,7.6575,2285.308925976788,0.7593033520655502,1 medium desmo cup coral with small stylasterid,Rep 1 is outside of hollow bulb seen in some galapagensis,-0.15472210117390559,13.6651480634061,13.79981398621909,13.83240418670184,J_ID: J53<br>O2: 55.20 μmol/kg<br>Ba/Ca J53-1: 13.67<br>Ba/Ca J53-2: 13.80<br>Ba/Ca J53-t: 13.83<br>Species: cf galapagensis<br>
45,AT5009_B1616_Dive5174_Ev008_001,J54,AT5009,B,1616,1216.0,5174,8,1,4/16/2023 17:36,-0.2968658,-91.6903104,-715.48,1,15.0,Stylasterid,Anthoathecata,,Lepidotheca,macropora,L,6.2717,0.001013410084812554,3.454095,1030.46,34.5574,53.075,50.81,2.33,2325.0,600.2,7.6575,2285.308925976788,0.7593033520655502,3 medium stylasterid,,0.6030302326846589,13.94177762728341,14.32884746119904,14.15778844987989,J_ID: J54<br>O2: 53.08 μmol/kg<br>Ba/Ca J54-1: 13.94<br>Ba/Ca J54-2: 14.33<br>Ba/Ca J54-t: 14.16<br>Species: macropora<br>
46,AT5009_B1624_Dive5174_Ev008_001,J16,AT5009,B,1624,1216.0,5174,8,1,4/16/2023 17:36,-0.2968658,-91.6903104,-715.7,1,10.0,Stylasterid,Anthoathecata,,Lepidotheca,macropora,L,6.2717,0.001013410084812554,3.454095,1030.46,34.5574,53.075,50.81,2.33,2325.0,600.2,7.6575,2285.308925976788,0.7593033520655502,several pieces of medium stylasterid,"Sample is good, but colony is either black or repricipitating",0.5604406094690463,13.92414118489416,14.15574347690018,14.22076000692116,J_ID: J16<br>O2: 53.08 μmol/kg<br>Ba/Ca J16-1: 13.92<br>Ba/Ca J16-2: 14.16<br>Ba/Ca J16-t: 14.22<br>Species: macropora<br>
47,AT5009_B0185_Dive5174_Ev012_001,J55,AT5009,B,185,1190.0,5174,12,1,4/16/2023 19:48,-0.3014191,-91.6836038,-599.94,1,5.0,Stylasterid,Anthoathecata,,Stylaster,galapagensis,L,7.3319,0.0413513240416796,3.548086,1029.7963,34.5849,37.297,50.81,2.33,2325.0,600.2,7.6575,2285.308925976788,0.7593033520655502,1 small stylasterid,,0.4627582347466876,12.08144867353258,12.38319749001897,12.55702253238208,J_ID: J55<br>O2: 37.30 μmol/kg<br>Ba/Ca J55-1: 12.08<br>Ba/Ca J55-2: 12.38<br>Ba/Ca J55-t: 12.56<br>Species: galapagensis<br>
48,AT5009_B0186_Dive5174_Ev012_001,J56,AT5009,B,186,1190.0,5174,12,1,4/16/2023 19:48,-0.3014191,-91.6836038,-600.0,1,8.0,Stylasterid,Anthoathecata,,Stylaster,galapagensis,L,7.3319,0.0413513240416796,3.548086,1029.7963,34.5849,37.297,50.81,2.33,2325.0,600.2,7.6575,2285.308925976788,0.7593033520655502,1 small stylasterid,,1.2580149455597407,12.55847710417122,14.59764778451058,12.25131393969099,J_ID: J56<br>O2: 37.30 μmol/kg<br>Ba/Ca J56-1: 12.56<br>Ba/Ca J56-2: 14.60<br>Ba/Ca J56-t: 12.25<br>Species: galapagensis<br>
49,AT5009_B0203_Dive5174_Ev012_001,J5,AT5009,B,203,1190.0,5174,12,1,4/16/2023 19:48,-0.3014191,-91.6836038,-600.3,1,4.0,Stylasterid,Anthoathecata,,Stylaster,galapagensis,L,7.3319,0.0413513240416796,3.548086,1029.7963,34.5849,37.297,50.81,2.33,2325.0,600.2,7.6575,2285.308925976788,0.7593033520655502,1 small stylasterid,,1.319463580637694,9.916759224340755,10.65214405380641,13.8571854098222,J_ID: J5<br>O2: 37.30 μmol/kg<br>Ba/Ca J5-1: 9.92<br>Ba/Ca J5-2: 10.65<br>Ba/Ca J5-t: 13.86<br>Species: galapagensis<br>
50,Fkt230918_S0577_Ev16_02,J57,FKt230918,B,7,,S0577,16,2,2023-09-18T18:26:23.320Z,-0.519261,-89.893704,-137.02,1,1.0,Stylasterid,Anthoathecata,Stylasteridae,Stylaster,galapagensis,L,15.404,0.008257420904858802,4.346589,1026.5543,35.0807,91.688,15.994,1.56,2306.6,145.2,7.8729,2160.640531102545,1.687870210414891,"Nice, small colony",There is an event 16:1 in the box but it is sealed and not on record. Rep 1 is red parts of coral. Not sure if it is another coral or… it was coraline algae...,3.838449564618388,,9.76000057439529,12.80929046782835,J_ID: J57<br>O2: 91.69 μmol/kg<br>Ba/Ca J57-1: nan<br>Ba/Ca J57-2: 9.76<br>Ba/Ca J57-t: 12.81<br>Species: galapagensis<br>
51,Fkt230918_S0577_Ev16_03,J58,FKt230918,B,8,,S0577,16,3,2023-09-18T18:26:23.320Z,-0.519261,-89.893704,-137.3,1,10.0,Stylasterid,Anthoathecata,Stylasteridae,Stylaster,cocosensis,L,15.404,0.008257420904858802,4.346589,1026.5543,35.0807,91.688,15.994,1.56,2306.6,145.2,7.8729,2160.640531102545,1.687870210414891,Many small colonies (some broken),,1.5484903739076221,7.562200121603198,7.985399641888614,8.837397844325153,J_ID: J58<br>O2: 91.69 μmol/kg<br>Ba/Ca J58-1: 7.56<br>Ba/Ca J58-2: 7.99<br>Ba/Ca J58-t: 8.84<br>Species: cocosensis<br>
52,Fkt230918_S0577_Ev15_01,J1,FKt230918,B,9,,S0577,15,1,2023-09-18T18:20:00.223Z,-0.519256,-89.893627,-135.58,1,35.0,Stylasterid,Anthoathecata,Stylasteridae,Lepidotheca,macropora,L,15.4089,0.005864554544038283,4.346907,1026.548,35.0796,91.735,15.994,1.56,2306.6,145.2,7.8729,2160.640531102545,1.687870210414891,"Nice, big colony ~10 cm (partly broken)",,15.872292945540186,16.71409494377906,16.73032612342612,16.12799811012609,J_ID: J1<br>O2: 91.73 μmol/kg<br>Ba/Ca J1-1: 16.71<br>Ba/Ca J1-2: 16.73<br>Ba/Ca J1-t: 16.13<br>Species: macropora<br>
53,FKt230918_S0579_Ev23_02,J17,FKt230918,B,16,,S0579,23,2,2023-09-22T04:19:31.952Z,-0.505744,-89.924811,-324.84,1,1.0,Stylasterid,Anthoathecata,Stylasteridae,Stenohelia,cocinna,L,11.6906,0.04797068896732713,3.967667,1027.9824,34.8322,16.554,33.398,2.49,2299.4,336.2,7.6331,2254.436638329746,0.8483185267281247,Small (1 cm across) pristine colony growing on sample FKt230918_S0579_Ev23_01,Baby growing on scleractinian,4.934642822615557,15.41428324410676,12.05588006214652,13.29968081183167,J_ID: J17<br>O2: 16.55 μmol/kg<br>Ba/Ca J17-1: 15.41<br>Ba/Ca J17-2: 12.06<br>Ba/Ca J17-t: 13.30<br>Species: cocinna<br>
54,FKt230918_S0579_Ev08_02,J59,FKt230918,B/F,18,,S0579,8,2,2023-09-21T18:20:45.802Z,-0.507533,-89.940078,-424.0,1,200.0,Stylasterid,Anthoathecata,Stylasteridae,Stylaster,cocosensis,L,8.7364,0.06732143046608595,3.676987,1028.8293,34.6618,16.027,42.503,2.76,2309.7,436.5,7.6119,2277.013607417422,0.752197702290146,"Small, pink and white stylasterids growing on piece of fossil Madrepora",,2.330249154368577,9.916759224340755,10.65214405380641,13.8571854098222,J_ID: J59<br>O2: 16.03 μmol/kg<br>Ba/Ca J59-1: 9.92<br>Ba/Ca J59-2: 10.65<br>Ba/Ca J59-t: 13.86<br>Species: cocosensis<br>
55,FKt230918_S0579_Ev07_02,J60,FKt230918,B,20,,S0579,7,2,2023-09-21T18:13:37.087Z,-0.507537,-89.940075,-423.93,1,5.0,Stylasterid,Anthoathecata,Stylasteridae,Stenohelia,cocinna,L,8.7364,0.06732143046608595,3.676987,1028.8293,34.6618,16.027,42.503,2.76,2309.7,436.5,7.6119,2277.013607417422,0.752197702290146,"Two small (< 1 cm high) stylasterid colonies, pristine, growing on sample FKt230918_S0579_Ev07_01",,0.411885305204704,10.67976720562716,10.39150174762769,10.6428736348339,J_ID: J60<br>O2: 16.03 μmol/kg<br>Ba/Ca J60-1: 10.68<br>Ba/Ca J60-2: 10.39<br>Ba/Ca J60-t: 10.64<br>Species: cocinna<br>
56,FKt230918_S0583_Ev12_01,J7,FKt230918,B,23,,S0583,12,1,2023-09-28T00:09:27.484Z,-0.930005,-88.93263,-797.49,1,10.0,Stylasterid,Anthoathecata,Stylasteridae,Stylaster,galapagensis,L,5.7463,0.001266096362841206,3.410773,1030.9165,34.5638,50.695,72.775,2.99,2335.1,808.5,7.6421,2302.927824782754,0.6783460986318118,Pristine ~ 10 cm long branch taken from larger colny. Good 14C chronology target,,0.695696423551284,14.98623809042557,15.4988501384698,15.36864977534849,J_ID: J7<br>O2: 50.70 μmol/kg<br>Ba/Ca J7-1: 14.99<br>Ba/Ca J7-2: 15.50<br>Ba/Ca J7-t: 15.37<br>Species: galapagensis<br>
57,FKt230918_S0582_Ev32_01,J3,FKt230918,B,24,,S0582,32,1,2023-09-27T00:06:39.818Z,-0.971504,-88.95428,-365.7,1,40.0,Stylasterid,Anthoathecata,Stylasteridae,Stylaster,cocosensis,L,10.5357,0.006152479175097044,3.852853,1028.3315,34.7636,7.354,36.789,2.65,2303.5,356.4,7.6088,2269.407915982487,0.7763453917747756,"Pink colony, quite large (5 x 5 cm). Internal parts of branch altered and corroded. Good case study",,1.234802746160017,11.53876085448019,11.49635217217884,11.9144572809864,J_ID: J3<br>O2: 7.35 μmol/kg<br>Ba/Ca J3-1: 11.54<br>Ba/Ca J3-2: 11.50<br>Ba/Ca J3-t: 11.91<br>Species: cocosensis<br>
58,FKt230918_S0588_Ev14_01,J18,FKt230918,B,32,,S0588,14,1,2023-10-04T10:30:13.414Z,0.025902,-91.582708,-297.23,1,450.0,Stylasterid,Anthoathecata,Stylasteridae,Lepidotheca,macropora,L,13.4897,0.06952799436198334,4.150363,1027.5724,34.9347,76.87,27.85,2.11,2309.0,330.7,7.6831,2250.09300683009,0.9398953237809058,"Large stylasterid colony on a pice of rock. Really nice. ID Distichopora sp., could be species-ID'ed with a good microscope/SEM. Good radiocarbon dating target",Not sure what person to left means by really nice. It is blackened and has wierd white growths. Likely infected.,-0.6941054737063489,8.106529600916755,7.20624423280715,7.685623676549866,J_ID: J18<br>O2: 76.87 μmol/kg<br>Ba/Ca J18-1: 8.11<br>Ba/Ca J18-2: 7.21<br>Ba/Ca J18-t: 7.69<br>Species: macropora<br>
59,FKt230918_S0588_Ev14_02,J61,FKt230918,B,33,,S0588,14,2,2023-10-04T10:30:13.414Z,0.025902,-91.582708,-297.4,1,5.0,Stylasterid,Anthoathecata,Stylasteridae,Stylaster,marenzelleri,L,13.4897,0.06952799436198334,4.150363,1027.5724,34.9347,76.87,27.85,2.11,2309.0,330.7,7.6831,2250.09300683009,0.9398953237809058,"Small pink/white colony. Pristine. Stylaster sp., again could be species ID'ed with microscope/SEM. Calibration target",,,7.360240408036022,7.165936983097168,7.216766521236031,J_ID: J61<br>O2: 76.87 μmol/kg<br>Ba/Ca J61-1: 7.36<br>Ba/Ca J61-2: 7.17<br>Ba/Ca J61-t: 7.22<br>Species: marenzelleri<br>
60,FKt230918_S0596_Ev04_01,J19,FKt230918,B,38,,S0596,4,1,2023-10-09T14:14:46.798Z,-1.087331,-91.167213,-900.3,1,100.0,Stylasterid,Anthoathecata,Stylasteridae,Crypthelia,lacunosa,L,5.412,0.007462707283553408,3.383626,1031.4221,34.5463,64.703,66.35,2.2,2338.0,799.3,7.6879,2293.492673954645,0.7480481969930205,Large Cryptheia colony growing on rock. In two pieces. Excellent target for radiocarbon. Branch > 10 cm. Could easily be identified to species level with microscope/more time,,0.6466481372186976,16.71409494377906,16.73032612342612,16.12799811012609,J_ID: J19<br>O2: 64.70 μmol/kg<br>Ba/Ca J19-1: 16.71<br>Ba/Ca J19-2: 16.73<br>Ba/Ca J19-t: 16.13<br>Species: lacunosa<br>
61,FKt230918_S0596_Ev04_02,J20,FKt230918,B,39,,S0596,4,2,2023-10-09T14:14:46.798Z,-1.087331,-91.167213,-900.07,1,270.0,Stylasterid,Anthoathecata,Stylasteridae,Crypthelia,cymas,L,5.412,0.007462707283553408,3.383626,1031.4221,34.5463,64.703,66.35,2.2,2338.0,799.3,7.6879,2293.492673954645,0.7480481969930205,Small Crypthelia branch growing on rock. Could be identified to species level with microscope,,1.2933847153621194,17.44799786848335,17.27751386466755,16.78711717861064,J_ID: J20<br>O2: 64.70 μmol/kg<br>Ba/Ca J20-1: 17.45<br>Ba/Ca J20-2: 17.28<br>Ba/Ca J20-t: 16.79<br>Species: cymas<br>
